record_id,Date,Line items,Order Shipping,Payment Method,Stripe Fee,Status,Billing Country,Paid Date,Shipping City,Shipping Country,Total (EUR),Order Total (EUR),Subtotal (EUR),Free Shipping,Shipping Method,Billing Full Name
9920,2022-10-07 11:36:02,Product: Aura Teranino - 700ml (#38859892613365) X 6 = €140.10. Product: - Volume: 700ml. ,23.07,PayPal,,wc-completed,DE,2022-10-07 11:36:06,Salzgitter,DE,163.17,163.17,140.1,False,Europe 1,Todd George
9919,2022-10-06 23:00:59,"Product: Galić Crno 9 Wine 0,75L X 3 = €59.97. Product: Korak Pinot Noir Wine 0,75L X 2 = €44.00. Product: Benvenuti Teran Wine 0,75L X 2 = €44.00. Product: Fakin Teran Il Primo Wine 0,75L X 3 = €59.61. ",30.67,Stripe Safe Card,7.16,wc-completed,UA,2022-10-06 23:01:04,Radyvyliv (смт. Радивилів),UA,238.25,238.25,207.58,False,Ukraine,Christopher Clark
9915,2022-10-05 14:30:55,Product: Aura Olive and Almond - 700ml X 4 = €93.40. Product: - Volume: 700ml. ,20.8,PayPal,,wc-completed,DE,2022-10-05 14:30:58,Düsseldorf,DE,114.2,114.2,93.4,False,Europe 1,Stephanie Fleming
9833,2022-09-28 09:38:49,"Product: Aura Teranino - 700ml (#38859892613365) X 13 = €303.55. Product: - Volume: 700ml. Product: Fakin Malvazija Istarska Wine 0,75L X 1 = €10.13. ",0.0,PayPal,,wc-completed,AT,2022-09-28 09:38:52,Nenzing,AT,313.68,313.68,313.68,True,Free shipping,Alyssa Phillips
9791,2022-09-27 15:43:35,"Product: Galić Sauvignon Wine 0,75L X 12 = €155.88. ",24.0,PayPal,,wc-completed,DE,2022-09-27 15:43:38,München,DE,179.88,179.88,155.88,False,Europe 1,Abigail Lopez
9773,2022-09-26 17:17:43,"Product: Šoškić Pinot Noir Wine 0,75L X 6 = €73.56. ",0.0,Stripe Safe Card,1.28,wc-completed,HR,2022-09-26 17:17:48,Buje,HR,73.56,73.56,73.56,True,Free shipping,Donna Salinas
9768,2022-09-25 11:04:45,Product: Aura Truffle Gin - Premium Gin with white Truffles X 1 = €105.00. ,19.47,Stripe Safe Card,1.99,wc-completed,DE,2022-09-25 11:04:50,Berlin,DE,124.47,124.47,105.0,False,Europe 1,Craig Gonzalez
9716,2022-09-19 16:27:47,"Product: Testament Babić Coral Vino Wine 0,75L X 3 = €315.99. ",3.6,PayPal,,wc-completed,HR,2022-09-19 16:27:51,Split,HR,319.59,319.59,315.99,True,Croatia,Amy Johnson
9703,2022-09-17 22:37:09,Product: Karbun Dry Gin Aura - 750ml X 3 = €108.00. Product: - Volume: 750ml. ,20.8,PayPal,,wc-completed,AT,2022-09-17 22:37:12,Hallein,AT,128.8,128.8,108.0,False,Europe 1,Stephanie Boone
9677,2022-09-15 21:07:08,"Product: Bire Grk Wine 0,75L X 6 = €160.02. ",23.07,Stripe Safe Card,5.56,wc-completed,CH,2022-09-15 21:07:13,KONSTANZ,DE,183.09,183.09,160.02,False,Europe 1,Jonathan Rogers
9675,2022-09-15 14:56:13,"Product: Sauvignon Kamenice Korak Wine 0,75L X 2 = €36.34. Product: Sauvignon Klemenka Korak Wine 0,75L X 2 = €26.64. ",20.8,PayPal,,wc-completed,AT,2022-09-15 14:56:15,Graz,AT,83.78,83.78,62.98,False,Europe 1,Robert Collins
9666,2022-09-13 21:42:43,"Product: Galić Chardonnay Wine 0,75L X 9 = €127.17. Product: Galić Bijelo 9 Wine 0,75L X 3 = €50.97. Product: Chiavalon Ex Albis - 1L X 3 = €66.00. Product: - Volume: 1L. ",25.87,PayPal,,wc-completed,DE,2022-09-13 21:42:47,Bretten,DE,270.01,270.01,244.14,False,Europe 1,Mackenzie Reed
9665,2022-09-13 20:44:17,"Product: Saint Hills Nevina Wine 0,75L X 1 = €13.40. Product: Saint Hills Frenchie Wine 0,75L X 2 = €41.20. ",13.2,PayPal,,wc-completed,SI,2022-09-13 20:44:21,Šentjernej,SI,67.8,67.8,54.6,False,Slovenia,Martin Wilson
9645,2022-09-12 21:37:17,"Product: Jakopić Pušipel Wine 0,75L X 12 = €99.96. ",30.67,Stripe Safe Card,2.08,wc-completed,IE,2022-09-12 21:37:22,Cork,IE,130.63,130.63,99.96,False,Europe 2,Timothy Alvarez
9626,2022-09-09 22:02:18,Product: Old Pilot's Gin X 2 = €96.00. ,26.8,Stripe Safe Card,1.97,wc-completed,FR,2022-09-09 22:02:23,Saint Brevin les pins,FR,122.8,122.8,96.0,False,Europe 2,Matthew Garcia
9467,2022-09-04 17:34:16,Product: Old Pilot's Gin X 2 = €96.00. Product: Nai 3.3 Olive Oil Blend - 250ml (#5167546052643) X 1 = €24.00. Product: - Volume: 250ml. ,26.8,Stripe Safe Card,2.31,wc-completed,SE,2022-09-04 17:34:20,Malmö,SE,146.8,146.8,120.0,False,Europe 2,Rose Phillips
9456,2022-08-31 18:02:20,"Product: Krvavica Organic Olive Oil Ante Sladic X 1 = €13.86. Product: Ante Sladić Lasina Wine 0,75L X 1 = €22.93. Product: Ante Sladić Plavina Wine 0,75L X 1 = €12.00. Product: Ante Sladić Maraština Wine 0,75L X 1 = €14.53. Product: Šember Brut Pjenušac Wine 0,75L X 1 = €14.00. ",26.8,PayPal,,wc-completed,NL,2022-08-31 18:02:24,Utrecht,NL,104.12,104.12,77.32,False,Europe 2,Diane Allen
9455,2022-08-31 16:49:24,Product: Setti Monti Gin X 1 = €46.66. Product: Old Pilot's Gin X 1 = €48.00. ,20.8,PayPal,,wc-completed,DE,2022-08-31 14:49:27,Lahr,DE,115.46,115.46,94.66,False,Europe 1,Andrew Lawrence
7936,2022-08-21 16:56:41,,23.9,,,wc-completed,AT,2022-08-21 16:56:44,Wien,AT,65.9,65.9,0.0,False,,Caroline Blackburn
7938,2022-08-19 07:43:21,,3.2,,,wc-completed,HR,2022-08-19 07:43:24,Umag,HR,27.2,27.2,0.0,False,,Kelsey Ingram
7940,2022-08-07 06:38:36,,27.7,,,wc-completed,DE,2022-08-07 06:38:39,Mannheim,DE,219.44,219.44,0.0,False,,William Smith
7942,2022-08-01 15:26:02,,23.5,,,wc-completed,AT,2022-08-18 17:46:10,3304 Sankt Georgen am Ybbsfelde,AT,47.5,47.5,0.0,False,,Christina Walker
7943,2022-07-31 11:51:15,,27.7,,,wc-completed,DE,2022-07-31 11:51:19,Bremen,DE,149.26,149.26,0.0,False,,Nicole Stanley
7946,2022-07-25 04:29:50,,6.8,,,wc-completed,HR,2022-07-25 04:29:52,Solin,HR,28.86,28.86,0.0,False,,Patrick Riley
7948,2022-07-18 08:24:08,,4.8,,,wc-completed,HR,2022-07-18 08:24:11,Tisno,HR,34.59,34.59,0.0,False,,Larry Myers
7950,2022-07-16 18:37:25,,23.9,,,wc-completed,DE,2022-07-16 18:37:29,Offenbach am Main,DE,119.9,119.9,0.0,False,,Jennifer Savage
7951,2022-07-12 12:40:54,,25.5,,,wc-completed,IT,2022-07-12 12:40:57,Pordenone,IT,72.16,72.16,0.0,False,,Megan Dunn
7952,2022-07-07 21:37:09,,27.7,,,wc-completed,AT,2022-07-07 21:37:11,Gleisdorf,AT,347.74,347.74,0.0,True,,Joseph Escobar
7956,2022-07-03 14:12:47,,23.5,,,wc-completed,HU,2022-07-06 17:22:58,Budapest,HU,105.5,105.5,0.0,False,,John Anderson
7957,2022-07-02 18:30:40,,26.4,,,wc-completed,DE,2022-07-02 18:30:43,Potsdam,DE,111.18,111.18,0.0,False,,Steven Underwood
7960,2022-06-16 08:25:20,,26.4,,,wc-completed,DE,2022-06-16 08:25:22,Glonn,DE,113.58,113.58,0.0,False,,Michael Smith
7962,2022-06-13 03:55:02,,26.4,,,wc-completed,DE,2022-06-13 03:55:05,Hagen,DE,81.6,81.6,0.0,False,,Robert Lucas
7963,2022-06-10 22:00:47,,29.1,,,wc-completed,SE,2022-06-10 22:00:50,Lidingö,SE,317.1,317.1,0.0,True,,James Thompson
7964,2022-06-09 20:36:42,,51.1156,,,wc-completed,HR,2022-06-13 15:55:40,Zadar,HR,60.0,60.0,0.0,True,,Danielle Henderson
7965,2022-06-07 13:09:11,,26.4,,,wc-completed,DE,2022-06-07 13:09:14,Frankfurt am Main,DE,121.56,121.56,0.0,False,,Meghan Jackson
7966,2022-06-07 09:25:46,,6.0,,,wc-completed,HR,2022-06-07 09:25:49,Zečevo Rogozničko,HR,63.95,63.95,0.0,True,,Richard Gomez
7967,2022-05-28 19:37:45,,27.7,,,wc-completed,DE,2022-05-28 19:37:48,Neuhausen,DE,135.58,135.58,0.0,False,,Kimberly Duncan
7968,2022-05-27 07:31:07,,25.5,,,wc-completed,SE,2022-05-27 07:31:09,Växjö,SE,73.5,73.5,0.0,False,,Jacqueline Long
7972,2022-05-09 07:59:52,,30.7,,,wc-completed,NL,2022-05-09 07:59:56,Barendrecht,NL,277.9,277.9,0.0,False,,Jennifer Stanton
7973,2022-05-07 19:26:53,,27.7,,,wc-completed,AT,2022-05-07 19:26:56,St. Pölten,AT,247.6,247.6,0.0,False,,Edward Fisher
7974,2022-05-06 21:48:58,,23.9,,,wc-completed,DE,2022-05-10 13:20:02,Kulmain,DE,121.42,121.42,0.0,False,,Andrew Daniels
7975,2022-04-21 21:18:52,,23.9,,,wc-completed,DE,2022-04-21 21:18:56,Hallbergmoos,DE,148.9,148.9,0.0,False,,Wendy Martin
7976,2022-04-20 10:35:16,,31.9,,,wc-completed,DE,2022-04-20 10:35:19,Potsdam,DE,156.4,156.4,0.0,False,,Mark Haynes
7978,2022-04-14 15:20:22,,23.9,,,wc-completed,DE,2022-04-14 15:20:25,Werneuchen,DE,117.3,117.3,0.0,False,,Abigail Mccall
7979,2022-04-12 13:41:50,,23.9,,,wc-completed,CZ,2022-04-14 12:13:46,Olomouc,CZ,153.9,153.9,0.0,False,,Regina Davis
7980,2022-04-10 09:45:08,,3.2,,,wc-completed,HR,2022-04-10 09:45:11,Škrljevo,HR,6.8,6.8,0.0,False,,Kathleen Peters
7981,2022-04-05 20:35:04,,25.5,,,wc-completed,NL,2022-04-05 20:35:07,AMSTERDAM,NL,48.1,48.1,0.0,False,,Laura Edwards
7982,2022-03-29 16:30:14,,23.9,,,wc-completed,DE,2022-03-29 16:30:17,Kassel,DE,93.9,93.9,0.0,False,,Patricia Newton
7983,2022-03-26 21:34:06,,26.8,,,wc-completed,IT,2022-03-26 21:34:09,Roma,IT,170.8,170.8,0.0,False,,Nicholas Deleon
7984,2022-03-26 19:58:22,,25.5,,,wc-completed,IT,2022-03-26 19:58:25,Rome,IT,73.5,73.5,0.0,False,,Richard Griffin
7986,2022-03-21 10:27:02,,3.2,,,wc-completed,HR,2022-03-21 10:27:05,Gornji Čehi,HR,6.19,6.19,0.0,False,,Christopher Garcia
7987,2022-03-20 20:47:39,,23.9,,,wc-completed,HU,2022-03-20 20:47:42,Biatorbágy,HU,131.9,131.9,0.0,False,,Tasha Bates
7988,2022-03-11 21:12:11,,26.8,,,wc-completed,PL,2022-03-11 21:12:13,Warszawa,PL,96.81,96.81,0.0,False,,Megan Miller
7990,2022-02-15 17:58:34,,26.8,,,wc-completed,FR,2022-02-15 17:58:38,Paris,FR,93.7,93.7,0.0,False,,Jennifer Brown
7992,2022-02-08 10:57:22,,26.8,,,wc-completed,PL,2022-02-08 10:57:25,Gdańsk,PL,122.8,122.8,0.0,False,,Raymond Whitehead
7993,2022-02-06 19:59:55,,23.9,,,wc-completed,DE,2022-02-06 19:59:58,Sonneberg,DE,133.1,133.1,0.0,False,,Douglas Cain
7994,2022-02-01 23:28:45,,23.5,,,wc-completed,DE,2022-02-07 09:24:05,Fürstenfeldbruck,DE,46.84,46.84,0.0,False,,Christina Russell
7996,2022-01-26 20:22:11,,23.9,,,wc-completed,DE,2022-01-26 20:22:15,Köln,DE,117.26,117.26,0.0,False,,Chris Bray
7997,2022-01-14 19:25:53,,3.2,,,wc-completed,HR,2022-01-18 10:15:37,Mišinka,HR,2.64,2.64,0.0,False,,Kristi Stewart
7998,2022-01-13 07:40:36,,3.2,,,wc-completed,HR,2022-01-14 18:01:59,Šibenik,HR,6.93,6.93,0.0,False,,Brandon Golden
7999,2022-01-06 18:06:28,,26.8,,,wc-completed,SE,2022-01-06 18:06:31,Bålsta,SE,122.8,122.8,0.0,False,,Brian Walker
8000,2022-01-04 00:55:20,,29.3163,,,wc-completed,HR,2022-01-04 11:55:00,Zagreb,HR,98.87,98.87,0.0,True,,David Robinson
8001,2022-01-03 11:47:31,,25.5,,,wc-completed,BE,2022-01-03 11:47:34,merbes le chateau,BE,92.2,92.2,0.0,False,,Steven Lambert
8003,2022-01-02 19:42:51,,3.6,,,wc-completed,RS,2022-01-03 11:45:46,Zagreb,HR,42.57,42.57,0.0,False,,Kylie Stein
8004,2021-12-31 14:09:51,,25.5,,,wc-completed,NL,2021-12-31 14:09:54,Amsterdam,NL,73.5,73.5,0.0,False,,Eugene Walters
8005,2021-12-28 21:32:30,,24.0544,,,wc-completed,HR,2021-12-29 00:57:45,Omišalj,HR,16.36,16.36,0.0,False,,Anthony Luna
8006,2021-12-26 16:32:51,,24.0544,,,wc-completed,HR,2021-12-27 14:31:14,Otok Ugljan,HR,16.76,16.76,0.0,False,,Kristina Ball
8007,2021-12-23 21:44:36,,319.4725,,,wc-completed,RO,2021-12-23 21:47:11,Timișoara,RO,1589.41,1589.41,0.0,True,,Christina Wise
8008,2021-12-23 21:31:08,,26.4,,,wc-completed,DE,2021-12-23 21:31:12,Berlin,DE,185.9,185.9,0.0,False,,Drew Price
8009,2021-12-22 00:26:12,,3.6,,,wc-completed,RS,2021-12-22 00:26:16,Zagreb,HR,42.57,42.57,0.0,False,,Morgan Jones
8010,2021-12-19 00:52:38,,3.6,,,wc-completed,HR,2021-12-19 05:15:13,Eindhoven,HR,13.22,13.22,0.0,False,,Michael Mcdaniel
8013,2021-12-16 22:34:29,,25.5,,,wc-completed,NL,2021-12-17 10:58:14,Sleeuwijk,NL,37.82,37.82,0.0,False,,Andrew Taylor
8014,2021-12-15 18:07:01,,23.5,,,wc-completed,CZ,2021-12-15 19:10:38,Mladá Boleslav,CZ,71.5,71.5,0.0,False,,Joseph Zimmerman
8015,2021-12-14 10:05:38,,24.0544,,,wc-completed,HR,2021-12-14 10:10:42,Zagreb,HR,47.49,47.49,0.0,False,,Deborah Tate
8016,2021-12-13 21:21:07,,3.6,,,wc-completed,HR,2021-12-13 21:21:10,Metkovic,HR,8.44,8.44,0.0,False,,Barbara Wilson
8017,2021-12-11 18:47:13,,26.4,,,wc-completed,DE,2021-12-11 18:47:15,Coswig,DE,139.8,139.8,0.0,False,,Patricia Oneill
8018,2021-12-07 09:44:18,,23.9,,,wc-completed,DE,2021-12-07 09:44:21,Deggenhausertal,DE,117.92,117.92,0.0,False,,Laura Hall
8019,2021-12-03 23:17:54,,26.8,,,wc-completed,PL,2021-12-03 23:17:56,Jastrzębie-Zdrój,PL,73.48,73.48,0.0,False,,Jonathan Choi
8020,2021-12-02 14:25:23,,30.7,,,wc-completed,IT,2021-12-06 11:08:29,BOLOGNA,IT,510.7,510.7,0.0,True,,Sonya Parker
8021,2021-12-01 19:15:36,,24.05,,,wc-completed,HR,2021-12-01 19:28:36,Zagreb,HR,64.38,64.38,0.0,True,,Charles Barron
8022,2021-11-23 11:46:15,,26.4,,,wc-completed,DE,2021-11-23 11:46:17,Rodgau,DE,200.64,200.64,0.0,False,,April Hunt
8024,2021-11-08 18:56:43,,24.05,,,wc-completed,HR,2021-11-08 19:49:06,Novska,HR,10.47,10.47,0.0,False,,Mary Arias
8025,2021-11-06 10:58:38,,13.2,,,wc-completed,SI,2021-11-07 12:34:11,Ig pri Ljubljani,SI,44.39,44.39,0.0,False,,Jeffery Lopez
8027,2021-11-03 16:30:15,,26.8,,,wc-completed,NL,2021-11-03 16:30:17,Amsterdam,NL,122.8,122.8,0.0,False,,Monica Webster
8028,2021-11-02 12:59:12,,24.05,,,wc-completed,HR,2021-11-03 10:37:45,Ilok,HR,39.11,39.11,0.0,False,,Seth Bell
8029,2021-10-18 19:24:31,,27.06,,,wc-completed,HR,2021-10-18 20:47:00,Zagreb,HR,82.69,82.69,0.0,True,,Randall Brown
8030,2021-10-10 12:38:39,,26.4,,,wc-completed,HU,2021-10-10 12:40:14,Biatorbagy,HU,177.97,177.97,0.0,False,,James Smith
